city_id,city,lat,lng,max_temp,humidity,cloudiness,wind_speed,country,date
373,Turukhansk,65.82,87.98,66.83,53,69,11.86,RU,1596259866
374,Rauma,61.13,21.51,59.0,77,0,2.24,FI,1596259867
375,Ketchikan,55.34,-131.65,62.6,72,75,17.22,US,1596259867
376,Kaili,-3.46,120.21,74.3,86,81,5.1,ID,1596259868
377,Semnan,35.57,53.4,81.03,35,0,4.97,IR,1596259868
378,Rio Verde de Mato Grosso,-18.92,-54.84,74.75,39,21,12.59,BR,1596259868
379,Kandrian,-6.22,149.55,79.9,73,100,16.13,PG,1596259868
380,Sola,-13.88,167.55,77.99,89,85,8.66,VU,1596259869
381,Kiunga,-6.12,141.29,78.84,73,99,4.12,PG,1596259869
382,Irmo,34.09,-81.18,82.4,69,40,5.82,US,1596259800
383,Grand Gaube,-20.01,57.66,75.99,66,13,8.01,MU,1596259448
384,Lompoc,34.64,-120.46,59.0,87,90,6.93,US,1596259414
385,North Bend,43.41,-124.22,60.01,100,1,4.7,US,1596259349
386,Castlerea,53.77,-8.5,53.01,99,15,7.0,IE,1596259870
387,College,64.86,-147.8,73.4,46,75,3.36,US,1596259870
388,Jaqué,7.52,-78.17,79.36,83,100,3.47,PA,1596259870
389,Umluj,25.02,37.27,88.68,68,39,14.0,SA,1596259414
390,Salamiyah,35.01,37.05,85.6,45,0,17.63,SY,1596259871
391,Bom Despacho,-19.74,-45.25,60.35,82,47,3.67,BR,1596259871
392,Touros,-5.2,-35.46,69.8,100,20,4.7,BR,1596259443
393,Banjar,-8.19,114.97,82.4,69,20,17.22,ID,1596259872
394,Naliya,23.27,68.83,89.49,66,74,8.46,IN,1596259432
395,Saint-Joseph,-21.37,55.62,71.01,88,75,16.11,RE,1596259872
396,Provideniya,64.38,-173.3,51.67,63,11,1.86,RU,1596259424
397,Bowen,-20.02,148.23,72.0,60,90,19.46,AU,1596259872
398,Schattdorf,46.87,8.65,69.01,77,0,4.7,CH,1596259873
399,Nāgaur,27.2,73.73,94.6,48,16,6.98,IN,1596259873
400,Kalakamati,-20.59,27.31,32.0,43,0,1.12,BW,1596259873
401,Storforshei,66.4,14.52,55.99,91,95,2.06,NO,1596259873
402,Laguna,38.42,-121.42,73.0,49,1,5.82,US,1596259503
403,Smithers,54.78,-127.17,71.6,56,75,5.82,CA,1596259874
404,Dawei,14.08,98.2,83.52,79,85,10.47,MM,1596259700
405,Lchashen,40.52,44.93,77.0,44,61,3.36,AM,1596259874
406,Karratha,-20.74,116.85,83.21,17,0,10.04,AU,1596259399
407,Hong Kong,22.29,114.16,82.0,88,75,20.8,HK,1596259345
408,Noyabrsk,63.2,75.45,63.82,63,88,17.87,RU,1596259875
409,Tilichiki,60.47,166.1,57.54,78,86,0.89,RU,1596259515
410,Kaitangata,-46.28,169.85,55.0,73,100,1.99,NZ,1596259441
411,Tacuatí,-23.45,-56.58,68.14,62,40,4.61,PY,1596259875
412,Mackenzie,55.3,-123.17,62.6,88,90,8.05,CA,1596259875
413,Gravdal,68.12,13.5,56.21,86,100,5.1,NO,1596259875
414,Saldanha,-33.01,17.94,44.6,87,0,2.24,ZA,1596259876
415,Bonavista,48.65,-53.11,55.99,76,94,1.01,CA,1596259504
416,Haines Junction,60.75,-137.51,68.52,53,50,1.7,CA,1596259452
417,Hasaki,35.73,140.83,88.0,65,40,11.41,JP,1596259482
418,Vikulovo,56.82,70.61,76.48,70,87,10.11,RU,1596259878
419,Nanga Eboko,4.68,12.37,68.65,96,98,2.98,CM,1596259878
420,Muzhi,65.37,64.67,61.18,75,98,7.07,RU,1596259464
421,San Bartolomé de Tirajana,27.92,-15.57,72.0,83,20,20.8,ES,1596259879
422,Alofi,-19.06,-169.92,71.6,73,50,9.17,NU,1596259445
423,Madison,34.73,-86.57,75.2,94,40,9.17,US,1596259807
424,Price,39.6,-110.81,75.2,19,1,9.17,US,1596259466
425,Takoradze,4.88,-1.76,74.44,85,67,8.61,GH,1596259464
426,Cabo San Lucas,22.89,-109.91,82.99,64,8,3.0,MX,1596259438
427,Suozhen,36.95,118.1,96.01,53,11,1.99,CN,1596259880
428,Lázaro Cárdenas,17.96,-102.2,80.67,74,100,3.56,MX,1596259801
429,Bosaso,11.28,49.18,91.4,55,20,26.4,SO,1596259521
430,Biak,-0.91,122.88,80.73,77,65,6.78,ID,1596259429
431,Okha,53.57,142.95,54.21,74,100,14.05,RU,1596259880
432,Eureka,40.8,-124.16,57.0,100,44,4.61,US,1596259604
433,Bilibino,68.05,166.44,48.74,77,100,1.72,RU,1596259882
434,Burnie,-41.07,145.92,55.99,76,47,8.99,AU,1596259502
435,Celestún,20.87,-90.4,80.69,88,0,12.39,MX,1596259882
436,São Filipe,14.9,-24.5,75.22,82,83,7.81,CV,1596259413
437,Kahului,20.89,-156.47,80.6,54,20,16.11,US,1596259480
438,Kamenka,51.32,42.77,57.51,93,100,6.08,RU,1596259480
439,Dunedin,-45.87,170.5,51.01,84,100,5.01,NZ,1596259426
440,Teguise,29.06,-13.56,73.4,78,20,9.17,ES,1596259883
441,Akdepe,42.06,59.38,82.4,37,0,6.93,TM,1596259883
442,Marly,50.35,3.55,64.99,88,36,6.93,FR,1596259883
443,Santa Vitória,-18.84,-50.12,72.05,52,97,5.19,BR,1596259886
444,Kaeo,-35.1,173.78,57.0,3,100,10.0,NZ,1596259886
445,Mabaruma,8.2,-59.78,73.13,99,25,2.53,GY,1596259515
446,Saint-Augustin,51.23,-58.65,55.33,90,100,12.62,CA,1596259431
447,Kinna,57.51,12.69,59.0,77,9,6.93,SE,1596259888
448,Antalaha,-14.9,50.28,76.42,71,16,10.47,MG,1596259888
449,Woodward,36.43,-99.39,66.2,82,1,4.7,US,1596259888
450,Were Īlu,10.6,39.43,52.45,98,100,6.53,ET,1596259888
451,Waterloo,43.47,-80.52,68.0,93,20,2.24,CA,1596259732
452,Lilongwe,-13.97,33.79,44.6,81,0,8.05,MW,1596259889
453,Farah,32.5,62.5,85.21,18,0,9.86,AF,1596259511
454,Rabo de Peixe,37.8,-25.58,66.2,77,20,3.36,PT,1596259889
455,Lavrentiya,65.58,-171.0,47.77,71,27,15.66,RU,1596259434
456,Fort Nelson,58.81,-122.7,80.6,44,20,5.82,CA,1596259212
457,Goderich,43.75,-81.72,72.0,74,46,1.01,CA,1596259892
458,Lobito,-12.35,13.55,68.94,82,12,2.3,AO,1596259895
459,Bukachacha,52.98,116.92,66.92,80,100,3.15,RU,1596259895
460,Ugoofaaru,5.67,73.0,83.32,76,74,12.93,MV,1596259897
461,Meridian,43.61,-116.39,84.2,41,0,5.28,US,1596259685
462,Chaihe,44.77,129.7,91.92,31,100,12.3,CN,1596259899
463,Caucayá,-0.19,-74.78,69.62,98,73,2.01,CO,1596259901
464,Viedma,-40.81,-63.0,48.0,66,61,3.0,AR,1596259501
465,San Juan,-31.54,-68.54,47.89,46,0,2.53,AR,1596259296
466,Tazovsky,67.47,78.7,62.78,55,77,13.44,RU,1596259902
467,Havelock,34.88,-76.9,84.2,20,20,5.82,US,1596259352
468,Humberto de Campos,-2.6,-43.46,73.94,89,5,4.68,BR,1596259903
469,Mareeba,-17.0,145.43,75.0,74,35,5.01,AU,1596259903
470,Dubbo,-32.25,148.62,62.6,45,0,5.82,AU,1596259627
471,Kizhinga,51.85,109.91,74.43,63,39,5.99,RU,1596259904
472,Luga,58.74,29.85,57.07,70,54,10.04,RU,1596259904
473,Port Lincoln,-34.73,135.87,62.1,54,60,12.95,AU,1596259905
474,Roswell,34.02,-84.36,75.2,88,1,3.36,US,1596259905
475,Abu Dhabi,24.47,54.37,102.2,37,43,11.41,AE,1596259905
476,Constitución,-35.33,-72.42,52.29,73,100,2.46,CL,1596259468
477,Camacupa,-12.02,17.48,51.94,56,21,5.84,AO,1596259906
478,Tabat,-2.63,115.23,82.31,77,97,3.69,ID,1596259906
479,Elbeuf,49.29,1.0,66.0,93,90,6.93,FR,1596259906
480,Yerbogachën,61.28,108.01,73.98,45,100,11.83,RU,1596259907
481,Moranbah,-22.0,148.05,71.73,46,7,18.32,AU,1596259472
482,Balaipungut,1.05,101.28,84.2,70,40,12.75,ID,1596259907
483,Bāfq,31.61,55.41,93.02,17,42,4.9,IR,1596259908
484,Bakchar,57.02,82.07,68.83,62,77,2.66,RU,1596259908
485,Margate,51.38,1.39,66.0,89,98,1.01,GB,1596259521
486,Kutum,14.2,24.67,69.98,84,100,8.05,SD,1596259909
487,Haldia,22.06,88.11,92.88,56,3,5.93,IN,1596259909
488,Qujing,25.48,103.78,76.75,63,41,7.18,CN,1596259910
489,Hurghada,27.26,33.81,89.6,43,0,17.22,EG,1596259910
490,North Platte,41.12,-100.77,68.0,88,1,3.36,US,1596259911
491,Highland Springs,37.55,-77.33,75.99,94,90,6.93,US,1596259841
492,Batticaloa,7.71,81.69,89.85,56,65,2.35,LK,1596259911
493,Namikupa,-10.83,39.6,71.31,52,23,9.24,TZ,1596259912
494,Kununurra,-15.77,128.73,87.8,20,0,8.05,AU,1596259489
495,Gamba,-2.65,10.0,69.89,85,24,2.59,GA,1596259912
496,Téra,14.01,0.75,76.35,71,29,10.2,NE,1596259913
497,Baruun-Urt,46.68,113.28,81.1,26,20,19.62,MN,1596259461
498,Nishihara,26.18,127.76,91.4,59,40,13.87,JP,1596259914
499,Raudeberg,61.99,5.14,64.99,82,0,8.05,NO,1596259915
500,Sakakah,29.97,40.21,89.6,17,0,11.41,SA,1596259915
501,Arroyo de la Encomienda,41.61,-4.8,64.0,82,19,5.82,ES,1596259915
502,Ormara,25.21,64.64,84.99,79,82,9.4,PK,1596259530
503,Tsiroanomandidy,-18.77,46.03,70.25,57,8,6.55,MG,1596259916
504,Redlands,34.06,-117.18,87.01,16,1,4.7,US,1596259715
505,Marystown,47.17,-55.15,61.72,98,85,6.17,CA,1596259916
506,Ust-Tsilma,65.44,52.15,57.18,84,98,7.52,RU,1596259917
507,Seoul,37.57,126.98,78.8,94,90,6.93,KR,1596259918
508,Rincon,32.3,-81.24,82.4,78,1,5.82,US,1596259660
509,Randazzo,37.88,14.95,82.0,48,0,4.0,IT,1596259919
510,Samarai,-10.62,150.67,77.11,69,64,13.31,PG,1596259919
511,Uniāra,26.15,75.22,95.07,45,19,5.14,IN,1596259919
512,Znamenskoye,57.13,73.83,70.43,84,97,6.82,RU,1596259919
513,Pochutla,15.74,-96.47,81.0,78,65,3.76,MX,1596259492
514,Pontes e Lacerda,-15.23,-59.34,67.46,59,0,2.82,BR,1596259921
515,Griffith,41.53,-87.42,73.4,73,1,4.7,US,1596259921
516,Batagay-Alyta,67.8,130.41,69.3,30,13,5.68,RU,1596259423
517,Loandjili,-4.76,11.86,71.73,82,51,4.61,CG,1596259922
518,Batabanó,22.72,-82.29,78.8,100,20,6.93,CU,1596259922
519,San Quintín,30.48,-115.95,71.02,70,0,4.63,MX,1596259525
520,Karlstad,59.38,13.5,60.8,93,3,4.7,SE,1596259922
521,San Vicente,-26.62,-54.13,55.0,94,3,2.91,AR,1596259923
522,Knysna,-34.04,23.05,44.6,100,0,3.36,ZA,1596259923
523,Ambunti,-4.24,142.84,85.26,77,95,0.38,PG,1596259923
524,Grants Pass,42.44,-123.33,82.4,44,1,3.36,US,1596259923
525,Tiksi,71.69,128.87,44.35,74,41,6.62,RU,1596259473
526,Pedernales,18.04,-71.74,81.7,72,99,6.38,DO,1596259924
527,Syracuse,37.09,15.28,82.0,88,0,5.82,IT,1596259924
528,Yārāda,17.65,83.27,87.8,74,75,6.93,IN,1596259451
529,Leningradskiy,69.38,178.42,40.84,70,68,6.31,RU,1596259453
530,Jining,35.41,116.58,92.44,61,54,6.69,CN,1596259925
531,Lata,40.16,-8.33,64.0,90,3,3.0,PT,1596259452
532,Talas,38.69,35.55,64.4,68,0,2.24,TR,1596259926
533,Caravelas,-17.71,-39.25,69.8,83,97,11.45,BR,1596259927
534,São Miguel do Araguaia,-13.28,-50.16,66.33,31,0,6.96,BR,1596259928
535,Banda Aceh,5.56,95.32,87.4,59,97,16.44,ID,1596259928
536,Jalu,29.03,21.55,80.87,46,0,9.15,LY,1596259928
537,Murdochville,48.96,-65.5,54.5,100,100,4.52,CA,1596259929
538,Matagami,49.75,-77.63,60.8,93,40,1.83,CA,1596259929
539,Ayní,39.39,68.54,70.57,39,46,0.2,TJ,1596259930
540,Abong Mbang,3.98,13.18,67.6,96,91,2.59,CM,1596259930
541,Arrondissement de Limoux,42.92,2.17,71.6,83,0,11.41,FR,1596259930
542,Kaura Namoda,12.59,6.58,73.08,87,22,12.66,NG,1596259931
543,Tubualá,9.52,-79.03,77.0,88,20,2.24,PA,1596259931
544,Monmouth,40.3,-74.17,73.99,82,1,3.36,US,1596259931
545,Pacific Grove,36.62,-121.92,59.0,93,0,8.3,US,1596259291
546,Brookhaven,31.58,-90.44,73.99,93,32,9.42,US,1596259932
547,Belmonte,-15.86,-38.88,73.4,78,40,5.82,BR,1596259932
548,Timmins,48.47,-81.33,57.2,100,20,3.36,CA,1596259816
549,Ticul,20.4,-89.53,82.0,88,2,3.83,MX,1596259932
550,Zhezkazgan,47.8,67.71,86.0,22,45,15.66,KZ,1596259424
551,San Clemente,33.43,-117.61,73.99,76,0,3.78,US,1596259819
552,Tarakan,3.3,117.63,77.59,82,100,7.87,ID,1596259933
553,Coquimbo,-29.95,-71.34,50.0,87,0,4.7,CL,1596259419
554,Nelson Bay,-32.72,152.15,64.4,52,0,8.05,AU,1596259934
555,Nizhniy Odes,63.64,54.86,51.98,95,100,6.62,RU,1596259934
556,Flinders,-34.58,150.86,69.01,57,78,4.0,AU,1596259748
557,Enid,36.4,-97.88,69.8,100,1,3.36,US,1596259935
558,Tsaratanana,-16.78,47.65,76.78,50,7,16.87,MG,1596259935
559,Lhokseumawe,5.18,97.15,85.86,60,100,6.33,ID,1596259857
560,Songea,-10.68,35.65,58.35,67,1,8.7,TZ,1596259936
561,Muisne,0.6,-80.03,73.89,91,100,10.13,EC,1596259506
562,Aklavik,68.22,-135.01,66.2,59,40,6.93,CA,1596259450
563,Koutiala,12.39,-5.46,71.08,89,100,7.43,ML,1596259404
564,Mâncio Lima,-7.61,-72.9,69.22,75,47,1.5,BR,1596259937
565,Malbork,54.04,19.03,66.99,100,2,10.0,PL,1596259805
566,Angoram,-4.06,144.07,83.64,85,100,3.02,PG,1596259938
567,Amahai,-3.33,128.92,82.0,95,98,1.01,ID,1596259435
568,Qeshm,26.96,56.27,95.0,67,40,13.87,IR,1596259940
569,Souillac,-20.52,57.52,73.4,73,75,10.29,MU,1596259416
570,Purpe,64.48,76.69,73.0,52,73,20.31,RU,1596259940
571,Acaraú,-2.89,-40.12,74.95,85,56,13.56,BR,1596259940
572,Galle,6.04,80.22,82.89,81,68,14.29,LK,1596259941
573,Verkh-Usugli,52.7,115.17,64.26,93,99,3.56,RU,1596259941
574,Karachi,24.91,67.08,93.2,56,40,11.41,PK,1596259762
575,Hirara,24.8,125.28,89.6,70,40,14.99,JP,1596259942
576,Bonga,7.28,36.23,62.89,87,100,0.34,ET,1596259942
577,Nyurba,63.28,118.33,76.8,35,19,6.85,RU,1596259943
578,Chirongui,-12.93,45.15,78.8,78,75,16.11,YT,1596259943
579,Gawler,-34.6,138.73,70.0,33,71,11.01,AU,1596259845
580,Cockburn Town,21.46,-71.14,82.54,81,100,23.51,TC,1596259493
581,Syava,58.01,46.32,62.58,71,17,4.63,RU,1596259943
582,Salta,-24.79,-65.41,44.6,46,0,2.64,AR,1596259834
